variable;frequency;categoria;pipeline_id;pipeline;n_steps;n_obs;ADF;KPSS;Phillips-Perron;DFGLS;n_stationary;is_stationary;applicable;cv_var;iqr_ratio
prod_onibus;Monthly;Mensal;0;nível;0;366;True;False;True;False;2;False;True;0.8375229242166597;0.9126607546486281
prod_onibus;Monthly;Mensal;1;diff;1;365;True;True;True;True;4;True;True;1.2087041997519932;1.0809003396620285
prod_onibus;Monthly;Mensal;2;log;1;366;True;False;True;True;3;True;True;1.67457904607181;1.5408492310570843
prod_onibus;Monthly;Mensal;3;log→diff;3;365;True;True;True;True;4;True;True;2.3000299986600017;1.6018234972951433
prod_onibus;Monthly;Mensal;4;boxcox;1;366;True;False;True;True;3;True;True;0.7474830281848508;1.1404613710419602
prod_onibus;Monthly;Mensal;5;boxcox→diff;2;365;True;True;True;True;4;True;True;1.007374885130864;1.1573127845358762
prod_onibus;Monthly;Mensal;6;yeojohnson;1;366;True;False;True;True;3;True;True;0.7473921510003304;1.1408747610454664
prod_onibus;Monthly;Mensal;7;yeojohnson→diff;2;365;True;True;True;True;4;True;True;1.0071238482853133;1.15722644501984
prod_onibus;Monthly;Anual;8;sdiff12;1;354;True;True;True;True;4;True;True;0.7261406769905927;1.1302752577970232
prod_onibus;Monthly;Anual;9;sdiff12→diff;2;353;True;True;True;False;3;True;True;0.9702918415188386;1.098461921796412
prod_onibus;Monthly;Anual;10;log→sdiff12;3;354;True;True;True;True;4;True;True;1.3982955919517175;1.2550649841692436
prod_onibus;Monthly;Anual;11;log→sdiff12→diff;4;353;True;True;True;False;3;True;True;2.038421237052735;1.1114535137799315
prod_onibus;Monthly;Anual;12;boxcox→sdiff12→diff;3;353;True;True;True;False;3;True;True;0.9084867591984197;1.3220130773269425
prod_onibus;Monthly;Mensal;13;mom_pct;1;365;True;True;True;True;4;True;True;3.5951812032912014;1.4430660428696613
prod_onibus;Monthly;Anual;14;mom_pct_annual_rate;1;365;True;True;True;True;4;True;True;3.5951812032912014;1.4430660428696613
prod_onibus;Monthly;Anual;15;yoy_pct_monthly;1;354;True;True;True;True;4;True;True;3.4550792791368905;1.0877407757307118
prod_oleo_bruto;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;1.2851059470126416;1.5821471631450486
prod_oleo_bruto;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;1.4133411163753076;1.2989821427091723
prod_oleo_bruto;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.8082998117754203;1.4168292160483307
prod_oleo_bruto;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.7159540808265582;1.321661625704389
prod_oleo_bruto;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.876350313231455;1.4065058186059138
prod_oleo_bruto;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;1.0057626066188794;1.8573040434606243
prod_oleo_bruto;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.8763655364741971;1.4063913345063823
prod_oleo_bruto;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;1.0057809601960204;1.8571032111567833
prod_oleo_bruto;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;1.1937719910815443;1.91454116793074
prod_oleo_bruto;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;0.9690328243844739;1.1527634905635131
prod_oleo_bruto;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;0.5943790329675707;0.9445408916488747
prod_oleo_bruto;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;0.5804806001463186;0.8733509115625353
prod_oleo_bruto;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.6530176860747262;1.4415966550548902
prod_oleo_bruto;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.7245063923680435;1.3607667142717828
prod_oleo_bruto;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.7245063923680435;1.3607667142717828
prod_oleo_bruto;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;0.609694926449166;1.0833469529199078
prod_LGN;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;0.9389216497395335;1.5479064345069578
prod_LGN;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;0.7844983994874632;1.755575563315197
prod_LGN;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.7401681152307615;0.7888824102894562
prod_LGN;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.48632773576196;0.6985884754907289
prod_LGN;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;1.0542813663402972;2.1600580580117112
prod_LGN;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;0.9168590361565984;1.9208970163611385
prod_LGN;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;1.0558778407795766;2.166623243534539
prod_LGN;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;0.9187842198063346;1.9233143391111471
prod_LGN;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;0.9029717597117805;1.9305242619908276
prod_LGN;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;0.7099866154868071;1.7688519927491846
prod_LGN;Monthly;Anual;10;log→sdiff12;3;352;False;False;True;False;1;False;True;0.6292089080381343;0.9978979824757759
prod_LGN;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;False;3;True;True;0.3993049391521101;0.6154581546540581
prod_LGN;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.8432445420939065;2.3688844070246313
prod_LGN;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.4929757104542629;0.7261100385762231
prod_LGN;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.4929757104542629;0.7261100385762231
prod_LGN;Monthly;Anual;15;yoy_pct_monthly;1;352;False;False;True;False;1;False;True;0.7201747643636989;0.7604283780948465
prod_gas_natural;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;1.7994745420063387;2.955099737340152
prod_gas_natural;Monthly;Mensal;1;diff;1;363;False;False;True;True;2;False;True;1.42246415951347;3.5923728473154153
prod_gas_natural;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.6778978979841905;0.7608515710668887
prod_gas_natural;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.5928496322527096;0.6565083646201835
prod_gas_natural;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.676770376346712;0.7649352205374694
prod_gas_natural;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;0.5906701121993777;0.6537444701630268
prod_gas_natural;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.7556685055928221;1.010097491075743
prod_gas_natural;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;0.712317368011038;1.1644337833259664
prod_gas_natural;Monthly;Anual;8;sdiff12;1;352;False;False;True;False;1;False;True;1.466566460551514;2.438196265982292
prod_gas_natural;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;1.36031713240507;2.704304057928172
prod_gas_natural;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;0.7211576794343724;1.0757839327743655
prod_gas_natural;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;0.6111237835595317;1.1045087439221224
prod_gas_natural;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.6098993519654982;1.1096557047259876
prod_gas_natural;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.5978303476585772;0.6759288518801716
prod_gas_natural;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.5978303476585772;0.6759288518801716
prod_gas_natural;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;0.7417892820619482;1.0862979842170613
consumo_gasolina;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;1.0325252603344384;3.1246364152644883
consumo_gasolina;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;0.6528048396693429;0.8873011853768389
consumo_gasolina;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.943971513890695;1.5179620594428465
consumo_gasolina;Monthly;Mensal;3;log→diff;3;363;True;True;True;False;3;True;True;0.5095031864198647;0.8442612168047353
consumo_gasolina;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.9341379779389176;1.3717610848508262
consumo_gasolina;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;False;3;True;True;0.5212593754813543;0.8093031750136326
consumo_gasolina;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.9343931384282249;1.3743638232072661
consumo_gasolina;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;False;3;True;True;0.5210701766044957;0.8109514986402813
consumo_gasolina;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;0.7983263059323563;1.4513327481169869
consumo_gasolina;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;False;3;True;True;0.5337337231680337;0.9453868842563495
consumo_gasolina;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;False;3;True;True;0.5479725778271977;1.000642960576736
consumo_gasolina;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;False;3;True;True;0.42890183384759595;0.6484084317945494
consumo_gasolina;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;False;3;True;True;0.4542993462352525;0.7174917088935284
consumo_gasolina;Monthly;Mensal;13;mom_pct;1;363;True;True;True;False;3;True;True;0.5036316714106699;0.8623827673402253
consumo_gasolina;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;False;3;True;True;0.5036316714106699;0.8623827673402253
consumo_gasolina;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;False;3;True;True;0.5388101140708863;0.9277781617260276
consumo_GLP;Monthly;Mensal;0;nível;0;364;False;False;True;False;1;False;True;0.5368130297571484;0.7224980853681053
consumo_GLP;Monthly;Mensal;1;diff;1;363;True;True;True;False;3;True;True;0.6312749162401828;0.9184837926118352
consumo_GLP;Monthly;Mensal;2;log;1;364;False;False;True;False;1;False;True;0.5521351831640584;0.6429144363268026
consumo_GLP;Monthly;Mensal;3;log→diff;3;363;True;True;True;False;3;True;True;0.5918323604619462;0.7379868858578021
consumo_GLP;Monthly;Mensal;4;boxcox;1;364;False;False;True;False;1;False;True;0.572895397284242;0.9828083080919676
consumo_GLP;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;False;3;True;True;0.7289966308703325;1.1426889634491468
consumo_GLP;Monthly;Mensal;6;yeojohnson;1;364;False;False;True;False;1;False;True;0.5729324072047675;0.98296158750713
consumo_GLP;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;False;3;True;True;0.7290574112173785;1.1428597644717104
consumo_GLP;Monthly;Anual;8;sdiff12;1;352;True;True;True;False;3;True;True;0.5776473103000119;0.6986671534019633
consumo_GLP;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;False;3;True;True;0.7396312604516003;0.8058604658491939
consumo_GLP;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;False;3;True;True;0.5598403612312264;0.6153516435063178
consumo_GLP;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;False;3;True;True;0.6837275136699087;0.7511866834155966
consumo_GLP;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;False;3;True;True;0.8505933515075733;0.8594120982392882
consumo_GLP;Monthly;Mensal;13;mom_pct;1;363;True;True;True;False;3;True;True;0.5964781575374811;0.7580438476046558
consumo_GLP;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;False;3;True;True;0.5964781575374811;0.7580438476046558
consumo_GLP;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;False;3;True;True;0.513608604003832;0.5670441909523318
consumo_oleo_combustivel;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;0.9480127613926006;1.6433073582318456
consumo_oleo_combustivel;Monthly;Mensal;1;diff;1;363;True;True;True;False;3;True;True;1.075082957172197;1.8800214647543814
consumo_oleo_combustivel;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;1.1759142525769473;2.7125474889952765
consumo_oleo_combustivel;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;1.2126143988908635;2.8014672830893774
consumo_oleo_combustivel;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;1.0635882838073956;2.0816711788874236
consumo_oleo_combustivel;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;1.0776054246409201;2.219753292051836
consumo_oleo_combustivel;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;1.0641287164720523;2.0849422606440395
consumo_oleo_combustivel;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;1.0782604265881308;2.225973875615175
consumo_oleo_combustivel;Monthly;Anual;8;sdiff12;1;352;True;True;True;False;3;True;True;0.9842996416889519;1.9865174157670673
consumo_oleo_combustivel;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;False;3;True;True;0.8727180141838133;1.314278130903256
consumo_oleo_combustivel;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;1.3080670484800743;3.092523031601387
consumo_oleo_combustivel;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;1.1062192996458606;3.5621520170924565
consumo_oleo_combustivel;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.975868480888132;2.855980680416246
consumo_oleo_combustivel;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;1.3257416723454403;3.2652666316896504
consumo_oleo_combustivel;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;1.3257416723454403;3.2652666316896504
consumo_oleo_combustivel;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;1.8170026477771402;4.622494055969879
consumo_diesel;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;0.6039432205134938;1.1159605190419193
consumo_diesel;Monthly;Mensal;1;diff;1;363;True;True;True;False;3;True;True;0.7229980578425886;1.1024102555535658
consumo_diesel;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.4478729569189554;0.6714826654297468
consumo_diesel;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.5511750210075854;0.9086260892316347
consumo_diesel;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.4842302847216453;0.6355776821591761
consumo_diesel;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;0.59403036420968;0.8412400153507051
consumo_diesel;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.48430738547672636;0.6355854818511516
consumo_diesel;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;0.5941122513103955;0.8405067242195412
consumo_diesel;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;0.6053028715886649;1.1870928679372497
consumo_diesel;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;0.7214669399637332;1.128453275930781
consumo_diesel;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;0.4350586675159005;0.6159562120530564
consumo_diesel;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;0.5527680917354872;0.7717189129312733
consumo_diesel;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.6018791830245751;0.7885116352391695
consumo_diesel;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.5823681479776565;0.8649888506813417
consumo_diesel;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.5823681479776565;0.8649888506813417
consumo_diesel;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;0.4516453265287564;0.7484370015552567
consumo_demais_derivados;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;2.6705211563252056;1.2289139281498367
consumo_demais_derivados;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;2.490822263121664;2.6847196268821834
consumo_demais_derivados;Monthly;Mensal;2;log;1;364;False;False;True;False;1;False;True;3.0318843590554825;1.7594553317196184
consumo_demais_derivados;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;3.100191380185863;5.097114417824294
consumo_demais_derivados;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;2.5540531725646294;1.1310289034504621
consumo_demais_derivados;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;2.2957312617571;1.8392703373374237
consumo_demais_derivados;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;2.5538165093948137;1.1313547228249081
consumo_demais_derivados;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;2.2958341538509237;1.8361899073275303
consumo_demais_derivados;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;2.6039229853629737;1.9799126934607905
consumo_demais_derivados;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;1.9430176453718275;3.219537564026783
consumo_demais_derivados;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;2.8734672128047105;2.897844703544224
consumo_demais_derivados;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;2.557731386520387;4.9882845532952285
consumo_demais_derivados;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;1.746063941208927;2.5221647636286333
consumo_demais_derivados;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;2.550346069738526;5.102903624049887
consumo_demais_derivados;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;2.550346069738526;5.102903624049887
consumo_demais_derivados;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;2.931474038528306;2.7081787392630017
consumo_alcool_hidratado;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;0.9166308284391156;1.6119268334352177
consumo_alcool_hidratado;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;0.9948780930033191;3.2154637660141447
consumo_alcool_hidratado;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.621555247723113;0.9010654209516998
consumo_alcool_hidratado;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.8624810854427365;0.7980505166976655
consumo_alcool_hidratado;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.7638620159449374;1.322493630112568
consumo_alcool_hidratado;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;0.9596044164259393;2.107982113511617
consumo_alcool_hidratado;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.7646987867774281;1.324734947747469
consumo_alcool_hidratado;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;0.9602492273861184;2.1119135174025816
consumo_alcool_hidratado;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;0.9561437462375496;1.96737020845347
consumo_alcool_hidratado;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;1.0466993584211177;1.6038478344502491
consumo_alcool_hidratado;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;0.634785053530276;0.8770467730821334
consumo_alcool_hidratado;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;0.955757580260645;0.6982052688649695
consumo_alcool_hidratado;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;1.0528768698172621;1.1401538074142288
consumo_alcool_hidratado;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.9224280983981826;0.7761689918211768
consumo_alcool_hidratado;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.9224280983981826;0.7761689918211768
consumo_alcool_hidratado;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;0.6313397477062199;1.0408723344730662
consumo_alcool_anidro;Monthly;Mensal;0;nível;0;364;False;False;False;False;0;False;True;0.9813105249157273;1.6774686936861478
consumo_alcool_anidro;Monthly;Mensal;1;diff;1;363;True;True;True;True;4;True;True;0.6420795278528184;1.221962447142968
consumo_alcool_anidro;Monthly;Mensal;2;log;1;364;False;False;False;False;0;False;True;0.7710862579772494;1.206863201632717
consumo_alcool_anidro;Monthly;Mensal;3;log→diff;3;363;True;True;True;True;4;True;True;0.5603427507965641;0.8161553782514551
consumo_alcool_anidro;Monthly;Mensal;4;boxcox;1;364;False;False;False;False;0;False;True;0.768758525467164;1.21495964962519
consumo_alcool_anidro;Monthly;Mensal;5;boxcox→diff;2;363;True;True;True;True;4;True;True;0.5650004368200073;0.8466382371762062
consumo_alcool_anidro;Monthly;Mensal;6;yeojohnson;1;364;False;False;False;False;0;False;True;0.7694350479306823;1.212127934087629
consumo_alcool_anidro;Monthly;Mensal;7;yeojohnson→diff;2;363;True;True;True;True;4;True;True;0.5643469418378281;0.8441520122411391
consumo_alcool_anidro;Monthly;Anual;8;sdiff12;1;352;True;True;True;True;4;True;True;0.7637242218299017;1.45951785144068
consumo_alcool_anidro;Monthly;Anual;9;sdiff12→diff;2;351;True;True;True;True;4;True;True;0.6045666147786307;1.457765876546316
consumo_alcool_anidro;Monthly;Anual;10;log→sdiff12;3;352;True;True;True;True;4;True;True;0.6749918948208294;1.1029346885286322
consumo_alcool_anidro;Monthly;Anual;11;log→sdiff12→diff;4;351;True;True;True;True;4;True;True;0.48559011688628306;0.6840879477314317
consumo_alcool_anidro;Monthly;Anual;12;boxcox→sdiff12→diff;3;351;True;True;True;True;4;True;True;0.48807218967855426;0.6943237003375878
consumo_alcool_anidro;Monthly;Mensal;13;mom_pct;1;363;True;True;True;True;4;True;True;0.5583459475705442;0.8825825641877229
consumo_alcool_anidro;Monthly;Anual;14;mom_pct_annual_rate;1;363;True;True;True;True;4;True;True;0.5583459475705442;0.8825825641877229
consumo_alcool_anidro;Monthly;Anual;15;yoy_pct_monthly;1;352;True;True;True;True;4;True;True;0.7378012821784555;1.1814481576740148
prod_aco_bruto;Monthly;Mensal;0;nível;0;365;True;False;True;True;3;True;True;1.502062778304845;0.9860911638484272
prod_aco_bruto;Monthly;Mensal;1;diff;1;364;True;True;True;True;4;True;True;0.761612952510418;0.9659107194046874
prod_aco_bruto;Monthly;Mensal;2;log;1;365;True;False;True;True;3;True;True;1.6751471553582948;1.2264469182316884
prod_aco_bruto;Monthly;Mensal;3;log→diff;3;364;True;True;True;True;4;True;True;0.866735063630686;0.9967727822264287
prod_aco_bruto;Monthly;Mensal;4;boxcox;1;365;True;False;True;False;2;False;True;1.1483827481071107;1.3762699655260402
prod_aco_bruto;Monthly;Mensal;5;boxcox→diff;2;364;True;True;True;True;4;True;True;0.7763853759353024;1.2045440024058056
prod_aco_bruto;Monthly;Mensal;6;yeojohnson;1;365;True;False;True;False;2;False;True;1.1483160306156324;1.3773732400090266
prod_aco_bruto;Monthly;Mensal;7;yeojohnson→diff;2;364;True;True;True;True;4;True;True;0.7764991070741252;1.2049058875433836
prod_aco_bruto;Monthly;Anual;8;sdiff12;1;353;True;True;True;True;4;True;True;1.5222240591499605;1.424165476207998
prod_aco_bruto;Monthly;Anual;9;sdiff12→diff;2;352;True;True;True;True;4;True;True;0.762453935076275;0.9379124680882321
prod_aco_bruto;Monthly;Anual;10;log→sdiff12;3;353;True;True;True;True;4;True;True;1.665658822001688;1.6940577668130739
prod_aco_bruto;Monthly;Anual;11;log→sdiff12→diff;4;352;True;True;True;True;4;True;True;0.8151428094755319;0.9351720981232244
prod_aco_bruto;Monthly;Anual;12;boxcox→sdiff12→diff;3;352;True;True;True;True;4;True;True;0.7731999919292022;1.079227384910046
prod_aco_bruto;Monthly;Mensal;13;mom_pct;1;364;True;True;True;True;4;True;True;0.7978530732761016;1.0556308750531715
prod_aco_bruto;Monthly;Anual;14;mom_pct_annual_rate;1;364;True;True;True;True;4;True;True;0.7978530732761016;1.0556308750531715
prod_aco_bruto;Monthly;Anual;15;yoy_pct_monthly;1;353;True;True;True;True;4;True;True;1.6513015228642656;1.4047187262380403
desembolso_BNDES_ind_transformacao;Monthly;Mensal;0;nível;0;363;False;False;True;False;1;False;True;2.385320122333084;1.4707841754473001
desembolso_BNDES_ind_transformacao;Monthly;Mensal;1;diff;1;362;True;True;True;True;4;True;True;2.459662918039293;2.1187249053005464
desembolso_BNDES_ind_transformacao;Monthly;Mensal;2;log;1;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Mensal;3;log→diff;3;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Mensal;4;boxcox;1;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Mensal;5;boxcox→diff;2;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Mensal;6;yeojohnson;1;363;False;False;True;False;1;False;True;1.950163203321878;2.0571883637952255
desembolso_BNDES_ind_transformacao;Monthly;Mensal;7;yeojohnson→diff;2;362;True;True;True;True;4;True;True;1.768987182851541;5.39277055518501
desembolso_BNDES_ind_transformacao;Monthly;Anual;8;sdiff12;1;351;True;True;True;True;4;True;True;2.129875484938058;2.580350188967414
desembolso_BNDES_ind_transformacao;Monthly;Anual;9;sdiff12→diff;2;350;True;True;True;True;4;True;True;2.1544663893283356;1.7371614051758604
desembolso_BNDES_ind_transformacao;Monthly;Anual;10;log→sdiff12;3;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Anual;11;log→sdiff12→diff;4;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Anual;12;boxcox→sdiff12→diff;3;0;;;;;0;False;False;;
desembolso_BNDES_ind_transformacao;Monthly;Mensal;13;mom_pct;1;362;True;False;True;True;3;True;True;2.251470980066308;3.8727189503328994
desembolso_BNDES_ind_transformacao;Monthly;Anual;14;mom_pct_annual_rate;1;362;True;False;True;True;3;True;True;2.251470980066308;3.8727189503328994
desembolso_BNDES_ind_transformacao;Monthly;Anual;15;yoy_pct_monthly;1;351;True;True;True;True;4;True;True;3.3892945169779907;2.1919734654739336
desembolso_BNDES_comercio_servicos;Monthly;Mensal;0;nível;0;363;False;False;True;False;1;False;True;1.3450832151041747;1.7888063728499137
desembolso_BNDES_comercio_servicos;Monthly;Mensal;1;diff;1;362;True;True;True;True;4;True;True;1.056186375382396;3.406857357792284
desembolso_BNDES_comercio_servicos;Monthly;Mensal;2;log;1;0;;;;;0;False;False;;
desembolso_BNDES_comercio_servicos;Monthly;Mensal;3;log→diff;3;0;;;;;0;False;False;;
desembolso_BNDES_comercio_servicos;Monthly;Mensal;4;boxcox;1;0;;;;;0;False;False;;
desembolso_BNDES_comercio_servicos;Monthly;Mensal;5;boxcox→diff;2;0;;;;;0;False;False;;
desembolso_BNDES_comercio_servicos;Monthly;Mensal;6;yeojohnson;1;363;False;False;True;False;1;False;True;1.161343223250546;2.59286476952146
desembolso_BNDES_comercio_servicos;Monthly;Mensal;7;yeojohnson→diff;2;362;True;True;True;True;4;True;True;1.2393979403409487;3.798406233517116
