Date,pim_industria_extrativa,pim_industria_transformacao,pim_bens_capital,pim_bens_intermediarios,pim_bens_consumo,pim_bens_duraveis,pim_bens_semi_e_nao_duraveis,pim_insumo_constr_civil,cons_energ_comercial,cons_energ_residencial,cons_energ_industrial,cons_energ_outros,pmc_combustiveis,pmc_hiper_supermercados,pmc_vestuário,pmc_moveis_eletrodomesticos,pmc_automoveis,pmc_farmaceuticos,pmc_livros_jornais,pmc_eqp_material_escritorio,pmc_outros_pessoal,pmc_material_construcao,pmc_comercio_ampliado,ibcbr_agro,ibcbr_ind,ibcbr_servicos,icc_fecomercio,icea_fecomercio,ief_fecomercio,ics_fgv,isas_fgv,ies_fgv,caged_estoque_agro,caged_estoque_ind_extrativa,caged_estoque_ind_transformacao,caged_estoque_SIUP,caged_estoque_EG,caged_estoque_AER,caged_estoque_construcao,caged_estoque_comercio,caged_estoque_servicos,pnadc_salario_real_efetivo,pnadc_salario_real_com_carteira,pnadc_salario_real_sem_carteira,pnadc_salario_real_setor_privado,pnadc_salario_real_setor_publico,pnadc_salario_real_conta_propria,pnadc_salario_real_empregadores,pnadc_massa_salarial_efetiva,pnadc_massa_salarial_habitual,renda_disponivel_familias_restrita,tx_desemprego,ipca_alimentacao,ipca_habitacao,ipca_artigos_resid,ipca_vestuario,ipca_transportes,ipca_saude,ipca_despesas_pess,ipca_educacao,ipca_comunicacao,ipca_alim_domicilio,ipca_industriais,ipca_servicos,ipca_administrados,ipca_livres,ipca_nao_duraveis,ipca_semi_duraveis,ipca_duraveis,ipca_comercializaveis,ipca_nao_comercializaveis,ipca_EX0,ipca_EX1,ipca_EX2,ipca_EX3,ipca_MA,ipca_MS,ipca_DP,ipca_EXFE,ipca_P55,ipca_difusao,ipca_industriais_subjacentes,ipca_servicos_subjacentes,ipca15,igpm,igpdi,ipcbr,incc,ipc_fipe,igp10,ipam,abras,prod_total_autoveiculos,vendas_total_autoveiculos,vendas_autoveiculos_interno,vendas_autoveiculos_externo,prod_automoveis_e_comerciais_leves,prod_caminhoes,prod_onibus,prod_oleo_bruto,prod_LGN,prod_gas_natural,consumo_gasolina,consumo_GLP,consumo_oleo_combustivel,consumo_diesel,consumo_demais_derivados,consumo_alcool_hidratado,consumo_alcool_anidro,prod_aco_bruto,desembolso_BNDES_ind_transformacao,desembolso_BNDES_comercio_servicos,desembolso_BNDES_agro,desembolso_BNDES_ind_extrativa,cni_nuci_transformacao,cni_vendas_industriais,cni_horas_trabalhadas,cni_salario_industria,cni_massa_salarial,fenabrave_automoveis,fenabrave_comerciais_leves,fenabrave_caminhoes,fenabrave_onibus,fgv_nuci,concessoes_PJ_total,concessoes_PF_total,concessoes_livres_PJ_total,concessoes_livres_PJ_capital_giro,concessoes_livres_PF_total,concessoes_direcionados_PJ_total,concessoes_direcionados_PF_total,concessoes_direcionados_credito_rural,selic_mensal,abcr_trafego_veiculos_pesados,inadimplencia_livres_total,inadimplencia_livres_PJ_total,inadimplencia_livres_PJ_desconto_de_duplicatas_e_recebiveis,inadimplencia_livres_PJ_capital_de_giro_total,inadimplencia_livres_PJ_aquisicao_de_bens_total,inadimplencia_livres_PJ_cartao_de_credito_total,inadimplencia_livres_PF_total,inadimplencia_livres_PF_cheque_especial,inadimplencia_livres_PF_credito_pessoal_nao_consignado_total,inadimplencia_livres_PF_credito_pessoal_consignado_total,inadimplencia_livres_PF_aquisicao_de_bens_total,inadimplencia_livres_PF_cartao_de_credito_total,concessoes_livres_total,concessoes_livres_PJ_desconto_de_duplicatas_e_recebveis,concessoes_livres_PJ_capital_de_giro_total,concessoes_livres_PJ_aquisicao_de_bens_total,concessoes_livres_PJ_cartao_de_credito_total,concessoes_livres_PF_cheque_especial,concessoes_livres_PF_credito_pessoal_nao_consignado_total,concessoes_livres_PF_credito_pessoal_consignado_total,concessoes_livres_PF_aquisicao_de_bens_total,concessoes_livres_PF_cartao_de_credito_total,icc_fgv_expectativas,icc_fgv,icc_fgv_sit_atual,papelao_expedicao,pib
2021-08-01,105.8,98.5,100.5,100.4,97.0,90.2,98.4,105.2,6843.0,11850.0,15452.0,6779.0,85.39,98.5,106.37,110.21,105.04,93.36,89.74,97.56,108.98,107.99,101.22,97.04547,99.34156,95.9102,111.99,64.19,143.86,97.2,90.6,103.7,1613505.01,238685.63,7282505.73,480210.67,129863.48,350347.19,2280110.44,9035256.71,18621006.1,3188.0,3085.0,2078.0,2826.44,5165.0,2458.0,7912.0,284351.0,284226.0,486565.0,13.2,1.39,0.68,0.99,1.02,1.46,-0.04,0.64,0.28,0.23,1.63,1.03,0.39,0.95,0.85,1.3,0.95,1.36,1.08,0.67,0.64,0.53,0.67,0.62,0.7,0.68,0.7,0.45,0.72,71.88,0.6,0.64,0.89,0.66,-0.14,0.71,0.46,1.44,1.18,0.66,88.68,138261.0,166326.0,138667.0,27660.0,148857.0,14963.0,1510.0,2997.0,74.0,0.859,508.0,241.0,79.0,1162.0,78.0,264.0,188.0,156.25,5494.0,22927.0,8765.0,342.0,81.3,104.0,87.4,101.7,101.7,119798.0,38691.0,12650.0,1624.0,79.3,188332.0,245333.0,176894.0,20304.0,211641.0,11594.0,33132.0,19147.0,5.01,159.03,3.07,1.72,0.19,2.36,0.96,3.79,4.2,10.17,5.17,2.75,3.73,4.13,389762.0,56999.0,20118.0,6914.0,7837.0,30305.0,16292.0,22033.0,14245.0,154982.0,100.7,96.2,91.9,341614.05,
2021-09-01,105.4,98.7,99.4,100.0,98.1,93.4,99.2,104.5,7275.0,12611.0,15178.0,6910.0,83.34,96.82,107.59,104.68,101.99,93.36,90.01,92.98,106.52,107.52,99.48,97.62783,98.90618,95.79087,114.66,64.31,148.22,95.2,89.9,100.6,1626192.21,240002.74,7316581.42,482009.65,130014.27,351995.38,2292647.5,9077669.61,18734977.05,3136.0,3044.0,2049.0,2786.2,5016.0,2425.0,7815.0,282769.0,283067.0,473616.0,12.7,1.02,2.56,0.9,0.31,1.82,0.39,0.56,-0.01,0.07,1.19,1.04,0.63,1.93,0.88,1.28,0.35,1.13,1.11,0.71,0.8,0.96,0.5,0.52,0.67,0.63,0.67,0.61,0.8,64.99,0.72,0.37,1.14,-0.64,-0.55,1.43,0.51,1.13,-0.37,-1.21,87.95,163742.0,156293.0,129928.0,26365.0,159073.0,13816.0,1198.0,3001.0,86.0,0.839,535.0,232.0,84.0,1136.0,82.0,265.0,198.0,156.89,6604.0,27805.0,10976.0,346.0,81.1,103.8,89.0,102.5,102.5,109053.0,33277.0,11555.0,1151.0,79.9,199168.0,246820.0,185846.0,21760.0,213956.0,15817.0,32098.0,19265.0,5.43,156.35,3.09,1.68,0.17,2.35,0.9,4.06,4.29,10.0,5.13,2.7,3.76,4.67,403138.0,63575.0,22535.0,6518.0,8797.0,29983.0,16409.0,20482.0,13046.0,156748.0,98.8,95.6,92.6,337976.48,172.2
2021-10-01,98.5,98.8,102.3,98.3,97.5,92.8,98.4,102.4,7489.0,12552.0,15548.0,7036.0,83.11,97.45,110.25,101.68,100.37,93.36,90.06,98.82,105.62,106.02,99.48,99.91476,97.20371,96.39485,109.37,59.1,142.89,98.1,92.9,103.3,1632511.84,241077.58,7340611.56,483976.67,129994.15,353982.52,2316172.27,9120322.75,18882182.87,3092.0,2999.0,1947.0,2724.04,4944.0,2417.0,7878.0,281923.0,282000.0,467415.0,12.1,1.17,1.04,1.27,1.8,2.62,0.39,0.75,0.06,0.54,1.32,1.39,1.04,1.35,1.21,1.31,1.55,1.37,1.22,1.2,1.18,0.99,0.9,0.91,0.88,0.84,0.92,0.99,0.9,66.84,1.24,0.67,1.2,0.64,1.6,0.77,0.86,1.0,-0.31,0.53,88.25,167594.0,165158.0,135920.0,29238.0,163928.0,13733.0,1304.0,2778.0,93.0,0.828,530.0,224.0,76.0,1141.0,86.0,258.0,196.0,143.36,7900.0,30824.0,13259.0,356.0,81.1,102.2,88.2,101.0,101.0,119294.0,30756.0,11068.0,1196.0,81.2,206331.0,250758.0,195160.0,23653.0,216340.0,10721.0,33679.0,20899.0,6.3,158.58,3.11,1.68,0.19,2.41,0.93,4.07,4.31,9.72,5.16,2.57,3.84,4.83,396787.0,57490.0,23183.0,6098.0,8603.0,30678.0,15494.0,18176.0,12670.0,161300.0,99.2,95.4,91.7,339563.34,
2021-11-01,102.8,98.2,98.4,98.5,98.5,95.4,98.7,102.6,7485.0,12392.0,15362.0,6647.0,82.52,98.46,108.92,98.19,102.24,94.04,95.99,95.15,107.06,107.69,100.48,106.32089,98.72426,97.88395,109.35,60.04,142.22,97.5,93.5,101.6,1639613.96,242072.51,7374472.38,486563.66,129782.02,356781.64,2350068.33,9186232.68,19060102.7,3148.0,2963.0,1937.0,2693.13,4892.0,2402.0,7723.0,289606.0,281311.0,468428.0,11.6,-0.04,1.03,1.03,0.95,3.35,-0.57,0.57,0.02,0.09,0.04,0.96,0.27,2.3,0.44,0.04,0.9,1.66,0.58,0.34,0.55,0.47,0.33,0.22,0.65,0.72,0.71,0.38,0.84,63.13,-0.05,0.42,1.17,0.02,-0.58,1.08,0.67,0.72,1.19,-0.29,91.61,187308.0,162435.0,134588.0,27846.0,189757.0,14380.0,1583.0,2852.0,102.0,0.859,526.0,223.0,69.0,1071.0,95.0,224.0,194.0,158.36,9338.0,33755.0,15063.0,369.0,81.0,103.7,89.4,100.9,100.9,125948.0,35059.0,10538.0,1359.0,81.0,202641.0,250696.0,192830.0,21121.0,216821.0,10039.0,34414.0,20519.0,7.65,159.54,3.15,1.73,0.2,2.47,0.91,4.04,4.34,10.02,5.01,2.61,3.99,4.78,431402.0,64200.0,23254.0,5811.0,9572.0,34215.0,15473.0,17133.0,12639.0,183925.0,99.0,95.4,92.0,329713.76,
2021-12-01,102.3,99.8,101.8,99.9,100.7,107.4,99.6,103.6,7959.0,13099.0,15087.0,6795.0,83.01,98.44,108.84,100.78,103.99,100.27,94.02,98.21,104.37,105.62,100.86,107.67214,99.88801,98.25602,112.0,64.74,143.51,97.8,95.2,100.4,1662833.55,242841.47,7404524.27,486028.93,129861.03,356167.9,2376165.81,9233736.17,19171372.6,3428.0,2946.0,1938.0,2678.26,4889.0,2407.0,7326.0,314350.0,281552.0,471580.0,11.1,0.84,0.74,1.37,2.06,0.58,0.75,0.56,0.05,0.34,0.79,1.41,0.79,0.05,0.98,0.88,1.83,1.42,1.58,0.55,1.04,0.91,1.23,1.22,0.67,0.89,0.82,0.91,0.52,74.8,1.8,0.8,0.78,0.87,1.25,0.57,0.35,0.57,-0.14,0.95,93.9,225826.0,196000.0,150099.0,45901.0,197101.0,12395.0,1429.0,2838.0,97.0,0.832,603.0,227.0,42.0,1001.0,104.0,255.0,223.0,143.25,10024.0,37172.0,16721.0,384.0,80.7,104.5,90.4,103.2,103.2,156101.0,37428.0,11974.0,1512.0,80.0,190311.0,245748.0,184002.0,18063.0,213664.0,10985.0,32781.0,19947.0,8.76,163.09,3.15,1.63,0.19,2.48,0.97,3.95,4.45,11.51,5.21,2.66,4.05,5.0,470192.0,83503.0,23875.0,7079.0,11099.0,33411.0,14819.0,14555.0,13595.0,189311.0,100.4,96.6,93.0,310295.85,174.5
2022-01-01,99.0,100.1,99.6,101.1,98.6,97.6,98.4,101.5,7969.0,13064.0,14779.0,6775.0,82.53,97.73,97.71,98.53,102.27,109.06,67.72,94.13,103.44,103.47,99.63,96.77185,99.2179,97.60364,108.35,70.43,133.63,93.8,92.8,95.0,1670872.34,243755.2,7425921.95,488599.31,129905.43,358693.88,2389003.56,9254426.75,19300622.5,3443.0,2973.0,1976.0,2709.44,4848.0,2419.0,7466.0,315008.0,283278.0,474242.0,11.2,1.11,0.16,1.82,1.07,-0.11,0.36,0.78,0.25,1.05,1.44,1.22,0.39,-0.35,0.87,1.15,1.12,1.74,1.14,0.67,0.73,0.61,1.07,1.04,0.68,1.06,0.89,0.68,0.66,73.21,1.17,0.94,0.58,1.82,2.01,0.49,0.71,0.74,1.79,2.3,92.94,186967.0,182177.0,144361.0,37816.0,134629.0,9463.0,1325.0,3032.0,98.0,0.864,485.0,204.0,32.0,941.0,105.0,205.0,179.0,147.91,398.0,2027.0,1066.0,11.0,80.8,105.7,90.4,103.5,103.5,92204.0,24422.0,8507.0,1334.0,81.0,216004.0,249545.0,203239.0,25260.0,216334.0,11128.0,34356.0,22404.0,9.15,161.5,3.35,1.69,0.24,2.45,1.07,4.42,4.72,10.92,5.51,2.7,4.27,5.49,392261.0,51555.0,21161.0,4556.0,8969.0,32830.0,17639.0,9528.0,11512.0,173092.0,96.9,93.9,91.1,311890.66,
2022-02-01,102.1,101.0,101.9,102.3,99.5,96.3,99.9,101.9,7979.0,12920.0,14446.0,6517.0,88.25,99.55,107.2,100.75,102.7,102.06,104.05,97.91,105.82,104.61,101.08,96.80615,98.94219,98.00672,104.05,67.14,128.65,92.6,91.7,93.7,1678635.11,244873.79,7440258.15,490823.46,129844.51,360978.95,2411232.37,9268352.55,19403664.78,3392.0,2986.0,1995.0,2725.88,4800.0,2428.0,7414.0,310517.0,283020.0,486469.0,11.2,1.28,0.54,1.76,0.88,0.46,0.47,0.64,5.61,0.29,1.65,1.1,1.36,0.12,1.34,1.25,1.04,1.61,0.95,1.64,1.26,1.1,1.01,1.0,0.72,0.94,0.93,1.16,0.85,74.8,1.24,0.82,0.99,1.83,1.5,0.28,0.38,0.9,1.98,2.36,96.18,182976.0,184728.0,144508.0,40221.0,152590.0,11389.0,1956.0,2917.0,90.0,0.838,545.0,227.0,32.0,1107.0,96.0,262.0,201.0,146.25,1430.0,5479.0,1961.0,20.0,81.1,105.7,91.1,104.6,104.6,100006.0,23050.0,8111.0,1154.0,80.5,219500.0,251183.0,204233.0,24590.0,219783.0,13857.0,30986.0,19271.0,10.49,164.32,3.35,1.61,0.26,2.35,1.07,4.28,4.81,11.08,5.57,2.68,4.35,5.79,383869.0,52202.0,20431.0,5197.0,8600.0,30044.0,13812.0,10980.0,11524.0,164297.0,97.3,94.1,91.0,296150.1,
2022-03-01,102.3,99.9,100.2,101.6,95.1,95.0,95.6,101.0,8403.0,13921.0,15496.0,6814.0,92.09,98.88,107.18,100.89,98.71,97.0,109.83,101.52,103.9,105.82,100.02,95.95378,101.25732,98.89663,105.12,67.05,130.5,93.7,93.4,94.2,1673544.06,245908.74,7443783.54,492671.81,129959.26,362712.55,2426260.96,9286322.47,19498832.07,3135.0,3010.0,1993.0,2745.67,4810.0,2435.0,7466.0,290912.0,284281.0,497139.0,11.1,2.42,1.15,0.57,1.82,3.02,0.88,0.59,0.15,-0.05,3.09,1.2,0.45,2.65,1.24,2.71,1.53,0.52,1.4,1.12,0.76,0.8,1.19,1.1,0.94,1.04,0.97,0.69,1.03,76.13,1.53,0.78,0.95,1.74,2.37,1.35,0.86,1.28,1.18,2.07,96.96,187597.0,163583.0,127212.0,36372.0,168834.0,13531.0,2421.0,2981.0,103.0,0.846,489.0,230.0,30.0,1108.0,99.0,311.0,181.0,150.75,3259.0,8734.0,2754.0,41.0,81.0,106.7,91.2,104.0,104.0,108217.0,26687.0,10128.0,1742.0,80.5,234265.0,278898.0,222640.0,24298.0,246617.0,14907.0,32143.0,19286.0,11.15,162.15,3.5,1.77,0.24,2.44,1.46,4.16,4.94,11.12,6.0,2.63,4.58,5.86,488538.0,74255.0,26784.0,6115.0,12648.0,38018.0,15779.0,14714.0,13011.0,199718.0,94.9,93.4,92.0,332553.55,175.7
2022-04-01,102.3,100.3,101.0,102.3,98.8,95.9,99.5,101.6,8229.0,12872.0,15443.0,6727.0,94.02,98.0,108.04,102.31,103.5,98.4,101.17,100.72,105.3,103.63,100.26,94.21779,101.00722,98.89663,104.35,68.91,127.97,96.5,95.9,97.2,1671825.59,246826.6,7457395.93,494459.08,129708.88,364750.2,2442055.84,9312241.87,19592079.62,3145.0,3014.0,2062.0,2764.81,4744.0,2437.0,7207.0,295043.0,287103.0,500791.0,10.5,2.06,-1.14,1.53,1.26,1.91,1.77,0.48,0.06,0.08,2.59,1.21,0.66,0.55,1.24,2.4,1.15,0.7,1.42,1.12,0.88,0.59,1.08,0.94,0.98,1.01,0.94,0.95,0.97,78.25,1.13,0.79,1.73,1.41,0.41,1.08,0.95,1.62,2.48,1.45,94.42,192238.0,186563.0,142252.0,44311.0,174340.0,10072.0,1625.0,2999.0,95.0,0.861,499.0,216.0,30.0,1046.0,97.0,294.0,185.0,148.9,4791.0,11493.0,3394.0,68.0,80.8,106.1,89.0,103.9,103.9,109687.0,26738.0,9371.0,1435.0,79.8,231511.0,286845.0,214948.0,25687.0,253211.0,14150.0,33334.0,18058.0,11.65,162.98,3.61,1.78,0.28,2.49,1.21,4.59,5.13,11.11,6.19,2.57,4.76,6.33,440741.0,57800.0,22304.0,5385.0,10800.0,34146.0,14477.0,21839.0,11691.0,189134.0,100.5,97.2,93.9,313667.86,
2022-05-01,96.8,100.7,103.8,99.1,100.8,97.8,101.7,103.1,7602.0,12277.0,15521.0,6671.0,95.62,101.47,116.15,101.33,101.11,99.03,105.92,105.73,104.29,101.79,103.06,102.96726,99.81661,99.27821,105.87,69.73,129.96,97.2,96.5,98.0,1674261.2,247743.27,7491412.2,497197.54,129574.12,367623.42,2466675.82,9371969.74,19718903.68,3170.0,2993.0,2112.0,2759.62,4763.0,2476.0,7102.0,299874.0,292059.0,514391.0,9.8,0.48,-1.7,0.66,2.11,1.34,1.01,0.52,0.04,0.72,0.43,1.05,0.85,-0.51,0.83,0.62,1.82,0.62,1.03,0.67,0.93,0.51,1.09,1.05,0.89,0.98,0.86,0.98,0.81,72.41,1.44,0.75,0.59,0.52,0.69,0.5,2.28,0.42,0.1,0.45,96.46,194112.0,193722.0,154008.0,39714.0,188956.0,13947.0,3013.0,2879.0,82.0,0.828,508.0,235.0,33.0,1085.0,100.0,264.0,188.0,148.86,6656.0,16405.0,3887.0,96.0,80.7,106.4,89.5,103.3,103.3,139458.0,35484.0,10311.0,1792.0,80.7,232468.0,284175.0,211419.0,34255.0,248635.0,15737.0,34896.0,20308.0,12.51,165.12,3.75,1.79,0.32,2.6,1.36,4.38,5.35,11.51,6.61,2.59,5.04,6.58,475147.0,64012.0,33400.0,6686.0,12592.0,37398.0,15536.0,18078.0,13356.0,204038.0,100.8,96.5,92.4,339057.13,
2022-06-01,97.5,100.8,100.1,98.6,102.4,103.9,102.0,100.6,7153.0,11916.0,15380.0,6501.0,95.64,100.51,102.35,98.35,97.75,100.27,100.82,102.43,102.45,100.27,98.85,104.0169,99.68508,99.59586,103.6,66.19,128.53,96.7,95.3,98.2,1678298.71,248695.94,7523189.41,499256.45,129696.55,369559.89,2487881.75,9411905.84,19843865.67,3206.0,3006.0,2120.0,2769.15,4798.0,2478.0,7279.0,304533.0,296708.0,507666.0,9.3,0.8,0.41,0.55,1.67,0.57,1.24,0.49,0.09,0.16,0.63,0.57,0.9,0.48,0.74,0.35,1.41,0.69,0.49,0.93,0.77,0.9,0.98,1.0,0.71,0.97,0.93,1.01,0.78,66.58,0.95,1.04,0.69,0.59,0.62,0.67,2.14,0.28,0.74,0.3,96.51,210491.0,196292.0,151713.0,44579.0,187237.0,13370.0,2991.0,2829.0,86.0,0.836,485.0,243.0,32.0,1078.0,98.0,279.0,179.0,149.5,8060.0,20729.0,4532.0,125.0,80.5,107.4,90.3,105.6,105.6,133566.0,31876.0,10854.0,1731.0,81.0,224766.0,289380.0,206833.0,26168.0,248243.0,15479.0,39555.0,27243.0,12.89,162.64,3.72,1.76,0.33,2.49,1.41,4.18,5.34,11.56,6.86,2.48,5.08,6.64,466101.0,75011.0,28533.0,6354.0,12603.0,35646.0,15210.0,15346.0,12535.0,198532.0,100.6,97.2,93.7,342263.66,177.7
2022-07-01,100.2,101.2,100.6,100.2,104.4,100.9,104.8,100.2,7158.0,11977.0,15812.0,6300.0,107.53,99.96,90.28,97.36,98.51,98.68,100.58,102.07,97.24,98.4,99.11,104.98805,100.32045,100.83699,105.58,70.01,129.29,98.1,97.4,98.8,1684162.53,249656.03,7555218.07,501110.7,129879.2,371231.51,2506424.06,9440695.35,19940049.8,3238.0,3012.0,2132.0,2776.3,4810.0,2508.0,7655.0,308691.0,302066.0,507474.0,9.1,1.3,-1.05,0.12,0.58,-4.51,0.49,1.13,0.06,0.07,1.47,-0.11,0.8,-4.35,0.65,0.72,0.46,0.1,0.24,0.96,0.43,0.36,0.66,0.63,0.49,0.62,0.41,0.66,0.54,62.86,0.41,0.79,0.13,0.21,-0.38,-1.19,0.86,0.16,0.6,0.21,97.19,213599.0,199844.0,157343.0,42501.0,203096.0,12724.0,3130.0,2963.0,94.0,0.853,528.0,230.0,30.0,1122.0,108.0,267.0,195.0,138.48,8913.0,23747.0,5654.0,144.0,80.4,107.3,90.2,107.8,107.8,135509.0,33567.0,11325.0,1561.0,81.8,233815.0,296303.0,214690.0,25810.0,252833.0,18632.0,44919.0,30207.0,13.15,163.12,3.9,1.86,0.37,2.66,1.48,4.83,5.56,11.61,7.2,2.48,5.25,7.1,444893.0,62917.0,22917.0,6736.0,11864.0,35033.0,14125.0,16670.0,11922.0,201521.0,98.9,96.6,94.5,356960.06,
2022-08-01,96.6,100.0,102.6,98.7,100.7,99.5,101.0,99.8,7308.0,12076.0,16022.0,6743.0,110.84,99.72,100.44,98.71,98.26,98.37,105.83,96.97,97.71,98.25,99.01,105.63677,99.75024,101.33568,106.76,70.19,131.14,98.1,96.9,99.3,1691090.0,250737.91,7575440.59,502677.64,130033.3,372644.34,2526366.99,9466853.61,20040429.59,3266.0,3052.0,2115.0,2800.67,4849.0,2506.0,7918.0,312359.0,305847.0,509773.0,8.9,0.24,0.1,0.42,1.69,-3.37,1.31,0.54,0.61,-1.1,0.01,0.8,0.28,-2.55,0.39,0.3,1.45,0.34,0.73,0.14,0.49,0.54,1.07,1.08,0.51,0.64,0.43,0.62,0.65,65.25,1.56,0.73,-0.73,-0.7,-0.55,-0.57,0.09,0.12,-0.69,-0.71,103.36,205122.0,207337.0,165735.0,41602.0,217174.0,17223.0,3564.0,3087.0,88.0,0.88,568.0,247.0,33.0,1179.0,103.0,255.0,210.0,140.63,10500.0,32471.0,10745.0,156.0,80.1,108.7,93.0,107.7,107.7,155191.0,39039.0,12297.0,2050.0,81.7,238059.0,294195.0,219319.0,27036.0,251837.0,18209.0,41462.0,26735.0,13.58,162.44,4.03,1.94,0.4,2.76,1.57,4.57,5.72,12.53,7.59,2.4,5.37,7.33,480211.0,70360.0,27496.0,7547.0,13578.0,38519.0,15560.0,18130.0,13770.0,211304.0,99.8,98.0,96.3,368517.36,
2022-09-01,99.0,98.5,97.7,98.0,98.7,102.0,98.1,98.1,7393.0,12505.0,15693.0,6735.0,112.77,100.38,98.46,99.08,98.91,98.55,109.5,100.86,96.62,98.81,99.7,105.15169,99.79846,101.52981,111.46,72.67,137.32,99.1,98.3,100.0,1700806.0,251681.05,7592650.89,504315.85,130246.99,374068.86,2543898.83,9503539.03,20126113.83,3284.0,3090.0,2126.0,2832.16,4910.0,2551.0,8010.0,315366.0,311008.0,516639.0,8.7,-0.51,0.6,-0.13,1.77,-1.98,0.57,0.95,0.12,-2.08,-0.86,0.07,0.4,-1.21,0.02,-0.79,1.41,-0.2,0.03,0.02,0.26,0.47,0.65,0.7,0.44,0.39,0.21,0.47,0.5,61.54,0.83,0.61,-0.37,-0.95,-1.22,0.02,0.09,0.12,-0.9,-1.27,104.85,192030.0,192120.0,160784.0,31336.0,189007.0,14956.0,3799.0,3148.0,98.0,0.9,583.0,239.0,36.0,1152.0,105.0,279.0,216.0,140.63,12280.0,35605.0,14830.0,172.0,80.1,106.3,91.8,108.5,108.5,143193.0,37207.0,11088.0,2437.0,80.4,230578.0,300967.0,210385.0,26464.0,258543.0,19596.0,41079.0,26416.0,13.65,161.36,4.09,2.0,0.42,2.88,1.56,4.42,5.8,12.74,7.75,2.26,5.46,7.61,480610.0,79320.0,28693.0,7422.0,14329.0,36776.0,15116.0,16888.0,13017.0,210867.0,104.3,100.7,97.2,353566.05,179.58
2022-10-01,107.9,98.7,97.8,99.5,99.8,104.5,99.0,99.8,7482.0,12605.0,15720.0,6720.0,112.97,101.1,95.92,100.4,99.66,98.3,99.56,105.8,97.75,92.71,100.17,103.60466,100.77207,101.539,114.23,74.41,140.78,97.6,97.4,97.9,1710427.6,252499.18,7609936.87,505194.27,129947.45,375246.82,2558618.82,9529249.93,20214954.66,3311.0,3104.0,2156.0,2850.06,4973.0,2593.0,7825.0,318251.0,314130.0,527044.0,8.3,0.72,0.34,0.39,1.22,0.58,1.16,0.57,0.18,-0.48,0.8,0.77,0.67,0.18,0.73,1.05,0.99,0.06,0.81,0.67,0.71,0.72,0.71,0.72,0.41,0.46,0.49,0.74,0.4,67.9,1.19,0.36,0.16,-0.97,-0.62,0.69,0.12,0.45,-1.04,-1.44,106.21,198603.0,195810.0,154680.0,41130.0,187336.0,15582.0,3126.0,3245.0,90.0,0.936,574.0,225.0,34.0,1140.0,106.0,263.0,212.0,140.23,14818.0,40991.0,17563.0,181.0,79.6,107.0,90.4,108.2,108.2,136982.0,31470.0,10580.0,1828.0,80.6,232867.0,308051.0,214362.0,25368.0,268028.0,18331.0,39254.0,27134.0,13.65,159.24,4.25,2.17,0.58,3.14,1.6,5.59,5.91,12.53,7.89,2.22,5.64,7.87,464844.0,60890.0,25538.0,6596.0,12895.0,37067.0,13986.0,24634.0,12670.0,212838.0,101.9,99.7,97.6,348765.61,
2022-11-01,99.3,99.9,98.9,99.8,100.2,103.1,99.3,96.7,7738.0,12950.0,15413.0,6631.0,104.8,101.15,90.01,100.98,97.93,100.01,97.22,92.68,95.83,97.47,99.54,106.0527,99.78246,101.05801,116.79,81.45,140.35,94.0,96.9,91.3,1717571.8,253878.52,7614698.73,505837.65,130154.08,375683.58,2567986.47,9565775.41,20299831.08,3438.0,3118.0,2185.0,2869.8,4972.0,2658.0,8010.0,329544.0,317432.0,531703.0,8.1,0.53,0.51,-0.68,1.1,0.83,0.02,0.21,0.02,-0.14,0.58,0.09,0.13,1.0,0.21,0.49,0.89,-0.54,0.31,0.14,0.11,0.21,0.3,0.27,0.35,0.38,0.34,0.16,0.5,58.62,-0.03,0.5,0.53,-0.56,-0.18,0.57,0.36,0.47,-0.59,-0.94,109.47,197184.0,200974.0,157479.0,43495.0,197706.0,15121.0,2969.0,3095.0,83.0,0.883,575.0,234.0,33.0,1098.0,110.0,254.0,213.0,133.26,16909.0,47293.0,19491.0,195.0,79.9,107.7,90.7,109.9,109.9,158752.0,33177.0,9935.0,2116.0,80.1,224151.0,270744.0,206838.0,24006.0,234359.0,18461.0,36696.0,23909.0,13.65,160.59,4.28,2.21,0.51,3.3,1.66,6.05,5.92,12.65,8.06,2.2,5.74,7.84,457220.0,66353.0,26308.0,6232.0,14360.0,37904.0,13477.0,18587.0,12877.0,205642.0,94.9,95.5,96.3,333101.68,
